frame,finite,inside_image,landmark_quality,bone_consistency,left_target,raw_pose_valid,near_heuristic_stroke,landmark_quality_min_critical,time_s,smooth_window_valid,normal_force_plausible,friction_compatible,double_support_compatible,feet_quasistationary,total_force_valid,torque_valid,com_x_m,com_z_projected_m,com_ax_m_s2,com_az_m_s2,required_hdot_Nm_diagnostic,load_fraction_left_diagnostic,support_lever_m_diagnostic,moment_balance_residual_Nm_diagnostic,total_Fx_N,total_Fz_N,total_Fz_BW,left_Fx_N,left_cop_x_m_assumed,left_Fz_N,left_cop_z_m_assumed,left_ankle_Nm,left_ankle_Nm_kg,left_knee_Nm,left_knee_Nm_kg,left_hip_Nm,left_hip_Nm_kg,right_Fx_N,right_cop_x_m_assumed,right_Fz_N,right_cop_z_m_assumed,right_ankle_Nm,right_ankle_Nm_kg,right_knee_Nm,right_knee_Nm_kg,right_hip_Nm,right_hip_Nm_kg
0,1,1,1,1,1,1,0,0.9281436800956726,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,0.9279476404190063,0.065133,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,0,0.9278100728988647,0.098467,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,1,1,1,1,1,0,0.9279600977897644,0.1318,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,1,1,0,0.9274266362190247,0.165133,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,1,1,1,1,1,0,0.9267091751098633,0.198467,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,1,1,1,1,1,0,0.9256673455238342,0.2318,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,1,1,1,1,1,0,0.923042356967926,0.265122,1,1,1,1,1,1,1,0.4940158821776205,0.9526209391661388,-0.019182011337144166,0.3539068471770157,3.8879317010285264,0.5459478593502559,0.45374974041062904,8.43769498715119e-15,-1.7298337823836611,916.5811194784235,1.0381482834731266,-0.9443990505241162,0.7056157771940808,500.40550010010645,0.24699164295036163,-29.91189652369367,-0.33235440581881853,-29.652043835411092,-0.3294671537267899,-142.52687082103907,-1.5836318980115451,-0.7854347318595449,0.2521456882249981,416.17561937831704,0.0983855153387195,-17.47794139197778,-0.19419934879975312,43.76496721532244,0.4862774135035827,-1.9938561440377693,-0.022153957155975214
8,1,1,1,1,1,1,0,0.9226986169815063,0.298456,1,1,1,1,1,1,1,0.49474754732825726,0.9517231537706778,-0.025529358765028123,0.49149564299463117,5.209626254073232,0.5490327157783933,0.45458277806737535,1.0658141036401503e-14,-2.3022375734302365,928.988877085256,1.0522016956453233,-1.264003747307461,0.7071004790876655,510.0452861140381,0.24859888232435484,-30.847590810540307,-0.3427510090060034,-30.822704462859782,-0.3424744940317754,-146.8543744930274,-1.6317152721447488,-1.0382338261227755,0.2528875374075866,418.94359097121793,0.09880083743201368,-18.03504508330202,-0.20038938981446688,43.93143427385891,0.4881270474873212,-2.1863897947708058,-0.024293219941897842
9,1,1,1,1,1,1,0,0.9208326935768127,0.331789,1,1,1,1,1,1,1,0.49524912919191244,0.9515941973095998,0.02650186789984172,0.5773058206715349,5.990505012081807,0.5416150318019836,0.45417421876426506,-3.8191672047105385e-14,2.3899384472077267,936.7272389081593,1.0609664049248604,1.294426588089196,0.7080410613846826,507.34555329102693,0.24980530966112766,-30.98941478102491,-0.34432683090027677,-32.196758740803695,-0.35774176378670774,-148.2741283401709,-1.6474903148907878,1.0955118591185307,0.25348072838776714,429.38168561713235,0.09904869454321255,-19.068154304356817,-0.2118683811595202,43.810404200923564,0.4867822688991507,-4.551378841049134,-0.050570876011657044
