frame,finite,inside_image,landmark_quality,bone_consistency,left_target,raw_pose_valid,near_heuristic_stroke,landmark_quality_min_critical,time_s,smooth_window_valid,normal_force_plausible,friction_compatible,double_support_compatible,feet_quasistationary,total_force_valid,torque_valid,com_x_m,com_z_projected_m,com_ax_m_s2,com_az_m_s2,required_hdot_Nm_diagnostic,load_fraction_left_diagnostic,support_lever_m_diagnostic,moment_balance_residual_Nm_diagnostic,total_Fx_N,total_Fz_N,total_Fz_BW,left_Fx_N,left_cop_x_m_assumed,left_Fz_N,left_cop_z_m_assumed,left_ankle_Nm,left_ankle_Nm_kg,left_knee_Nm,left_knee_Nm_kg,left_hip_Nm,left_hip_Nm_kg,right_Fx_N,right_cop_x_m_assumed,right_Fz_N,right_cop_z_m_assumed,right_ankle_Nm,right_ankle_Nm_kg,right_knee_Nm,right_knee_Nm_kg,right_hip_Nm,right_hip_Nm_kg
25,1,1,1,1,1,1,0,0.5830342769622803,0.850744,1,1,1,1,1,1,1,0.09504533845859604,0.9669896473972951,-0.3026041669796931,1.0929094471756406,-11.006121356023039,0.45815175743941483,0.2889637564938154,2.3092638912203256e-14,-27.28884377822873,983.2243739462996,1.1136305062252798,-12.502431735485134,-0.047492746493761645,450.46597488076554,0.055761864406781055,-25.91090825866702,-0.2878989806518558,75.93034455793571,0.8436704950881746,17.79476587328756,0.19771962081430622,-14.786412042743597,0.24301399682161107,532.758399065534,0.0041768765772858645,-27.460493913851323,-0.3051165990427925,-37.43120336281508,-0.41590225958683424,-136.77244423293524,-1.5196938248103915
26,1,1,1,1,1,1,0,0.5808702111244202,0.884078,1,1,1,1,1,1,1,0.0851361753317006,0.9713806862750676,-0.2539457071232204,0.8857754268981246,-12.625916962178378,0.49036421917309203,0.2820154056314472,-1.7763568394002505e-15,-22.900823868372022,964.5450279976732,1.0924736980379126,-11.229744614634756,-0.04996749080141816,472.9783695113672,0.055222112881010206,-27.41987439945098,-0.3046652711050109,77.37070552230921,0.8596745058034356,13.089574092052484,0.1454397121339165,-11.671079253737267,0.23333930769404276,491.566658486306,0.004178190177722252,-23.276996459617695,-0.2586332939957522,-33.98773383133573,-0.37764148701484146,-124.48971048235998,-1.3832190053595554
27,1,1,1,1,1,1,0,0.5794233679771423,0.917411,1,1,1,1,1,1,1,0.07445455498652472,0.9767490139561568,-0.09204350822713005,0.6252228073777764,-13.264372314154613,0.5557497806110474,0.27862791043482366,-3.552713678800501e-14,-8.30048357192259,941.0483927693281,1.065860678184764,-4.612991924061582,-0.05529799676016056,522.9874378259328,0.05524565436450615,-29.836902965689458,-0.3315211440632162,78.742697550806,0.8749188616756223,5.595815347770639,0.062175726086340435,-3.687491647861007,0.22379671305447515,418.06095494339525,0.0035521292219089715,-18.60135032389082,-0.20668167026545356,-30.396162099324204,-0.3377351344369356,-107.89979858683031,-1.1988866509647813
28,1,1,1,1,1,1,0,0.5818217396736145,0.950744,1,1,1,1,1,1,1,0.06253896516011882,0.9834577788020018,0.31152174488978934,0.21434196316259704,-16.807037949250287,0.718306869650467,0.2744385614124851,4.973799150320701e-14,28.09303095416121,903.9951582380033,1.02389303232303,20.17941712367721,-0.06222278159002384,649.3459322931187,0.055908452245476706,-37.09259818612142,-0.4121399798457936,82.17440695417854,0.9130489661575393,-20.825938840985486,-0.2313993204553943,7.9136138304840005,0.21069230394443234,254.64922594488462,0.0026218207857511165,-11.266429050840522,-0.12518254500933912,-22.085409219496533,-0.2453934357721837,-63.996858560311864,-0.7110762062256873
29,1,1,1,1,1,1,0,0.5813392400741577,0.984067,1,1,1,1,1,1,1,0.05106793712404593,0.989926537148542,0.6690896395033836,-0.05814649523992402,-16.323979916036212,0.855701052848564,0.269740313129628,-3.907985046680551e-14,60.33850369041515,879.4221490592639,0.9960608778562281,51.631721135195214,-0.07050458764647323,752.522458848359,0.05720281080673435,-41.86320644747891,-0.4651467383053212,76.8281690014178,0.8536463222379757,-54.4912323703516,-0.6054581374483511,8.706782555219942,0.19606257024786866,126.89969021090498,0.001711896689630993,-5.676198056485015,-0.06306886729427795,-12.74849560212543,-0.141649951134727,-22.923559704003353,-0.2547062189333706
30,1,1,1,1,1,1,0,0.5777740478515625,1.0174,1,1,1,1,1,1,1,0.04167631707279527,0.9960937472854235,0.7033929923983627,-0.22311646290596754,-14.21842809911783,0.8675164031888893,0.2636833442784996,3.552713678800501e-14,63.43198005448436,864.5451573751401,0.9792107343698494,55.02828318401564,-0.07862504196779212,750.0071053204538,0.058009038205275656,-38.533249592320175,-0.4281472176924464,69.4283846921763,0.7714264965797366,-60.99057492906284,-0.6776730547673648,8.40369687046872,0.1816224844530147,114.53805205468628,0.001520327545111332,-4.955466156341758,-0.055060735070463974,-10.918294203518162,-0.12131438003909069,-18.38747806080851,-0.20430531178676123
31,1,1,1,1,1,1,0,0.5690546035766602,1.050733,1,1,1,1,1,1,1,0.033804241326023284,1.0022720487309238,0.5625907918063643,-0.3944701580628936,-9.896425027356926,0.7997273686086601,0.26042456587854856,-4.973799150320701e-14,50.734437605097945,849.0924811458884,0.9617085526626893,40.57371828376523,-0.08642161706317351,679.0424956521997,0.05967226174149809,-30.7574273756243,-0.34174919306249224,60.95079011168029,0.6772310012408921,-47.982247456645275,-0.5331360828516142,10.160719321332714,0.17106003850842397,170.04998549368872,0.002646230664238966,-7.2878268953770355,-0.08097585439307817,-14.403718881278339,-0.16004132090309264,-35.88673985709741,-0.398741553967749
32,1,1,1,1,1,1,0,0.556395947933197,1.084067,1,1,1,1,1,1,1,0.025882075876495485,1.0075600228173807,0.5906417846818267,-0.4516775522415365,-0.8042628347670912,0.7826224739237712,0.23803369080847273,-1.7208456881689926e-14,53.264076142607145,843.9335183388586,0.9558653509331277,41.68566304199132,-0.08667149874938325,660.4813379495498,0.06079084797681562,-30.884927135293545,-0.34316585705881714,46.83344523856512,0.5203716137618346,-56.558046281056534,-0.6284227364561837,11.578413100615823,0.1482701056278422,183.45218038930878,0.0042946433729517605,-8.027976597573138,-0.08919973997303488,-10.500554593031145,-0.11667282881145717,-31.254401260529455,-0.34727112511699393
33,1,1,1,1,1,1,0,0.5540949702262878,1.1174,1,1,1,1,1,1,1,0.018297953925848178,1.0124607974712505,0.6898457305429387,-0.5478098019116462,3.440260076023837,0.8260136447030679,0.22572726863435513,-1.8207657603852567e-14,62.21028798036223,835.264312063608,0.9460463382756914,51.38654671268647,-0.08767022377844012,689.9397186980616,0.06314652220971427,-33.15644447136188,-0.36840493857068757,33.70239910945615,0.3744711012161795,-73.58538909575273,-0.8176154343972526,10.823741267675766,0.13446736147908442,145.32459336554646,0.00655532929045639,-7.236073115740202,-0.08040081239711336,-7.057167162998815,-0.0784129684777646,-18.23110297744818,-0.20256781086053535
34,1,1,1,1,1,1,0,0.5571649074554443,1.150733,1,1,1,1,1,1,1,0.011266384115058866,1.0166754117544308,0.8127561033070182,-0.6603427782344162,7.178230322170689,0.8959395745296748,0.21271213050171284,1.5987211554602254e-14,73.29434539622692,825.1160882588207,0.9345521443638245,65.66730462972657,-0.0867272115345762,739.2541570521973,0.06573529578150474,-37.44969181319871,-0.416107686813319,18.152254496428384,0.20169171662698204,-98.1321866212185,-1.09035762912465,7.627040766500347,0.12179102615229323,85.86193120662331,0.009093308227480721,-4.372004460712544,-0.04857782734125049,-2.594311443219092,-0.028825682702434356,-0.3925419046457952,-0.004361576718286613
35,1,1,1,1,1,1,0,0.5646045207977295,1.184067,1,1,1,1,1,1,1,0.005774160154770255,1.020076364677257,0.7702003730702206,-0.7974676642134755,12.199165905912704,0.8828675436959404,0.20156451086640423,3.197442310920451e-14,69.45666964347251,812.7501660412289,0.9205461162546481,61.32103932143296,-0.0842655648884324,717.5507427312875,0.06811307603993738,-37.823027660759536,-0.4202558628973282,8.037456225715296,0.0893050691746144,-101.2758255376155,-1.1252869504179501,8.135630322039543,0.11315241073742459,95.1994233099414,0.010995153458106012,-5.278213357606976,-0.05864681508452196,-2.6448863902239466,-0.02938762655804385,-1.174563087932011,-0.013050700977022345
36,1,1,1,1,1,1,0,0.5808790326118469,1.2174,1,1,1,1,1,1,1,0.0014802581089143796,1.022518471259995,0.6345223754423818,-0.9236608971215644,10.7853675690298,0.8533897822526866,0.19743259791727932,8.881784197001252e-15,57.221227817394,801.3700602975775,0.9076566545447701,48.83201114731724,-0.08204769272425118,683.881021261172,0.07065245896062597,-36.47758461245409,-0.4053064956939343,5.966089192382562,0.0662898799153618,-95.03378550394316,-1.055930950043813,8.389216670076763,0.11184312804210475,117.48903903640553,0.01401088774027347,-7.165995376634767,-0.0796221708514974,-4.597803702972066,-0.051086707810800734,-6.640903620680108,-0.07378781800755675
37,1,1,1,1,1,1,0,0.591715395450592,1.250733,1,1,1,1,1,1,1,-0.0021884485047603797,1.0239109682999634,0.5162676667646188,-0.9951211489976604,7.782173978857619,0.8363249153448817,0.19680196585362475,3.019806626980426e-14,46.55701818883333,794.9257747833913,0.900357656340912,38.93679429548616,-0.08039351556834254,664.8162313011842,0.07239588869477952,-35.47137341425261,-0.3941263712694735,6.053599744969702,0.06726221938855224,-90.29619650978165,-1.0032910723309072,7.620223893347177,0.1134680955669464,130.10954348220704,0.01643337097010465,-8.038989782075298,-0.08932210868972554,-6.515561055669313,-0.07239512284077014,-10.47040010420039,-0.1163377789355599
38,1,1,1,1,1,1,0,0.6018185615539551,1.284056,1,1,1,1,1,1,1,-0.004972412865242228,1.0235911382358418,0.350273884388938,-0.8575106028330836,5.80414201701384,0.7756518545126287,0.19706800408996739,-1.7763568394002505e-15,31.587698894194435,807.3354938365127,0.9144132901081805,24.501057227068426,-0.07920326973172952,626.21127300816,0.07346657419798512,-32.805068003543184,-0.3645007555949243,9.925806189654324,0.1102867354406036,-77.61691663063334,-0.8624101847848149,7.086641667126009,0.11580372096794152,181.12422082835266,0.01693632550206093,-11.070777966280088,-0.12300864406977877,-9.995831038535098,-0.11106478931705664,-20.92361747310735,-0.23248463859008164
39,1,1,1,1,1,1,0,0.6143199801445007,1.317389,1,1,1,1,1,1,1,-0.008388016087952936,1.0214894760158246,0.4355623088521393,-0.4561371455303558,1.1110932800633089,0.8625991696881918,0.199592557882933,-6.483702463810914e-14,39.27900901228593,843.5313522160727,0.9554098450742696,33.88204056017285,-0.07867452327060669,727.629444027542,0.07335605422054486,-38.33823602567855,-0.4259804002853172,8.525075883574502,0.09472306537305002,-101.13057878330906,-1.1236730975923228,5.396968452113083,0.1185324487444481,115.9019081885307,0.017480214868456592,-6.8244498174250205,-0.07582722019361134,-7.504891662233111,-0.08338768513592346,-11.38922262737777,-0.1265469180819752
40,1,1,1,1,1,1,0,0.6110346913337708,1.350722,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,1,1,1,1,1,0,0.6079639792442322,1.384056,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1,1,1,1,1,1,0,0.5979363322257996,1.417389,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,1,1,1,1,1,0,0.586036741733551,1.450722,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,1,1,1,1,1,0,0.5708854794502258,1.484056,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,1,1,1,1,1,0,0.5548784136772156,1.517389,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1,1,0,1,1,0,0,0.5446863174438477,1.550722,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,1,0,1,1,0,0,0.5449484586715698,1.584044,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,1,0,1,1,0,0,0.5411584973335266,1.617378,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,1,0,1,1,0,0,0.5379788875579834,1.650711,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,1,0,1,1,0,0,0.5359560251235962,1.684044,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,1,0,1,1,0,0,0.5410470366477966,1.717378,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,1,0,1,1,0,0,0.5397000908851624,1.750711,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,1,0,1,1,0,0,0.5302524566650391,1.784044,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,1,0,1,1,0,0,0.5202815532684326,1.817378,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,1,0,1,1,0,0,0.5151700377464294,1.850711,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,1,1,1,1,1,1,0.5014809966087341,1.884044,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,1,0,1,1,0,1,0.5065774917602539,1.917367,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,1,0,1,1,0,1,0.5236323475837708,1.9507,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,1,0,1,1,0,1,0.547351598739624,1.984033,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,1,1,1,1,1,1,0.5828800797462463,2.017367,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,1,1,1,1,1,1,0.6192564964294434,2.0507,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1,1,1,1,1,1,1,0.6521967053413391,2.084033,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1,1,1,1,1,1,0,0.6805458068847656,2.117367,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,1,1,1,1,1,0,0.7057666182518005,2.1507,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1,1,1,1,1,1,0,0.7288078665733337,2.184033,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,1,1,1,1,1,0,0.7514410614967346,2.217356,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,1,1,1,1,1,0,0.7724239826202393,2.250689,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1,1,1,1,1,1,0,0.7920946478843689,2.284022,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,1,1,1,1,1,0,0.8085574507713318,2.317356,1,1,1,1,0,1,0,0.1023448401691654,0.9653882637845747,-0.2264245262029121,1.145667835110444,45.13760367723472,0.7641169092098369,0.48277438878093665,-4.263256414560601e-14,-20.418963772978618,987.9821253702602,1.1190192834638806,,,,,,,,,,,,,,,,,,,,
70,1,1,1,1,1,1,0,0.8234695792198181,2.350689,1,1,1,1,0,1,0,0.11709211084344727,0.9832059457301812,-0.6198896419334489,-0.8973006731644859,51.18852803583046,0.912120595375951,0.46059489734272274,7.105427357601002e-15,-55.901647909558434,803.747225294027,0.9103491055544534,,,,,,,,,,,,,,,,,,,,
71,1,1,1,1,1,1,0,0.8356572389602661,2.384022,1,1,1,0,0,1,0,0.1315557190955256,0.9988350311514923,-1.0380911471826926,-2.700946506562923,46.233647827540736,1.0836470515564511,0.4392645842640423,-3.552713678800501e-14,-93.61505965293524,641.0944440381558,0.7261235066691083,,,,,,,,,,,,,,,,,,,,
72,1,1,1,1,1,1,0,0.8462168574333191,2.417356,1,1,1,0,0,1,0,0.14413816044524544,1.0102381750906186,-1.2416413164348477,-4.139680978671941,30.933041143281372,1.1860555100032975,0.4206022433923732,5.684341886080802e-14,-111.97121391609458,511.3493693433645,0.5791701997319793,,,,,,,,,,,,,,,,,,,,
73,1,1,1,1,1,1,0,0.854181170463562,2.450689,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,1,1,1,1,1,0,0.8638421297073364,2.484022,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1,1,1,1,1,1,0,0.8746196627616882,2.517344,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,1,1,1,1,1,0,0.8847134113311768,2.550678,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,1,1,1,1,1,0,0.894027054309845,2.584011,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,1,1,1,1,1,0,0.9002376198768616,2.617344,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1,1,1,0,1,0,0,0.908847987651825,2.650678,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1,1,1,0,1,0,0,0.9171378016471863,2.684011,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,1,1,0,1,0,0,0.9235334396362305,2.717344,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,1,1,0,1,0,0,0.9301567673683167,2.750678,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,1,1,0,1,0,0,0.9357455968856812,2.784011,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,1,1,0,1,0,0,0.9410700798034668,2.817344,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1,1,1,0,1,0,0,0.9446253180503845,2.850667,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
