frame,finite,inside_image,landmark_quality,bone_consistency,left_target,raw_pose_valid,near_heuristic_stroke,landmark_quality_min_critical,time_s,smooth_window_valid,normal_force_plausible,friction_compatible,double_support_compatible,feet_quasistationary,total_force_valid,torque_valid,com_x_m,com_z_projected_m,com_ax_m_s2,com_az_m_s2,required_hdot_Nm_diagnostic,load_fraction_left_diagnostic,support_lever_m_diagnostic,moment_balance_residual_Nm_diagnostic,total_Fx_N,total_Fz_N,total_Fz_BW,left_Fx_N,left_cop_x_m_assumed,left_Fz_N,left_cop_z_m_assumed,left_ankle_Nm,left_ankle_Nm_kg,left_knee_Nm,left_knee_Nm_kg,left_hip_Nm,left_hip_Nm_kg,right_Fx_N,right_cop_x_m_assumed,right_Fz_N,right_cop_z_m_assumed,right_ankle_Nm,right_ankle_Nm_kg,right_knee_Nm,right_knee_Nm_kg,right_hip_Nm,right_hip_Nm_kg
19,1,1,1,1,1,1,0,0.6831180453300476,0.639489,1,1,1,0,0,1,0,0.21971628686433073,1.1317266837756648,-1.2786897886176862,0.6056954346403397,4.1572747288916485,-0.08218211584023807,0.33203701098531263,-1.7763568394002505e-15,-115.31224513754297,939.2874142958661,1.0638661391956803,,,,,,,,,,,,,,,,,,,,
20,1,1,1,1,1,1,0,0.6905545592308044,0.672822,1,1,1,0,1,1,0,0.22362386427275543,1.1271762996489358,-1.0645281335821428,0.4849839532641446,7.152032773293728,-0.052011970110593844,0.350680305994146,5.329070518200751e-15,-95.99914708643766,928.4016529053608,1.0515365872752982,,,,,,,,,,,,,,,,,,,,
21,1,1,1,1,1,1,0,0.6958370208740234,0.706144,1,1,1,0,1,1,0,0.22624001332381388,1.1231840010300538,-0.8367576485474283,0.38387420287632207,8.121338582677412,-0.010538474523082023,0.3702020001461863,-1.7763568394002505e-15,-75.4588047460071,919.283575615387,1.0412091693457775,,,,,,,,,,,,,,,,,,,,
22,1,1,1,1,1,1,0,0.7039626240730286,0.739478,1,1,1,1,1,1,1,0.22805206207300052,1.1198401229662742,-0.6710414393914838,0.2743117141158732,7.420242637745434,0.02001352369193676,0.38719446507211813,-1.7763568394002505e-15,-60.51451700432402,909.4032303789697,1.030018383032019,-1.2111087197721486,-0.09135403998948077,18.200363096713335,0.32758774894739795,0.4640015730179079,0.00515557303353231,-0.39482709295246865,-0.004386967699471874,-2.005903582429468,-0.022287817582549645,-59.30340828455187,0.3073532209752815,891.2028672822564,0.16744348342593804,-49.76329770801703,-0.5529255300890781,-42.949705665056186,-0.4772189518339576,-187.22704895952913,-2.080300543994768
23,1,1,1,1,1,1,0,0.711989164352417,0.772811,1,1,1,1,1,1,1,0.2290004962505349,1.1163015677317187,-0.5087609770748979,0.3051456614831898,6.237082309689365,0.05597255141785648,0.40446274303753493,1.7763568394002505e-15,-45.8800649126143,912.1838357525543,1.0331677831606685,-2.568024292375897,-0.10678657696966191,51.05725664919739,0.3273473455340621,1.1830050446487486,0.013144500496097207,9.688868894620077,0.10765409882911196,7.819640620733242,0.08688489578592491,-43.312040620238406,0.3062573474928534,861.1265791033569,0.1669021688812195,-49.388102654571824,-0.5487566961619091,-48.68459751345779,-0.5409399723717532,-192.66070577649523,-2.140674508627725
24,1,1,1,1,1,1,0,0.7165389060974121,0.806144,1,1,1,1,1,1,1,0.22981900692628876,1.1128346531805855,-0.44426953575115474,0.3903524484817741,7.003393045129561,0.06280182105707634,0.42059705768834676,8.881784197001252e-15,-40.064226734039146,919.8677838040867,1.0418708617103711,-2.51610639814126,-0.12278574513519051,57.769371954633634,0.32443390499347013,1.31108704492222,0.014567633832469111,11.720571629228871,0.13022857365809856,10.735197052149065,0.11927996724610072,-37.548120335897885,0.30510291787948063,862.0984118494531,0.16617496780012259,-49.581681014121884,-0.5509075668235764,-52.46747530456125,-0.5829719478284583,-197.55485711848465,-2.1950539679831627
25,1,1,1,1,1,1,0,0.7201962471008301,0.839478,1,1,1,1,1,1,1,0.2299432504446822,1.1098859343559848,-0.31645885377463573,0.44113210157156474,7.8166049266460345,0.0836519939807107,0.43708747316797963,1.2434497875801753e-14,-28.538259433396657,924.447092919724,1.0470575296406432,-2.3872823063424575,-0.13792574255554751,77.33184265240627,0.3197947978266028,1.5562650175383477,0.017291833528203862,17.890696201740017,0.19878551335266686,17.501220287210437,0.19445800319122708,-26.1509771270542,0.30412992592375115,847.1152502673178,0.16560375918894488,-48.97030295088203,-0.5441144772320226,-58.67226042997024,-0.6519140047774471,-203.0334906837349,-2.255927674263721
26,1,1,1,1,1,1,0,0.7236164808273315,0.872811,1,1,1,1,1,1,1,0.22988170149165896,1.1077184549836456,-0.21506293481741726,0.41848745331907766,9.936133407515026,0.09515318411406122,0.45069298025645577,3.552713678800501e-15,-19.39437546183469,922.4049985403146,1.0447445900332026,-1.8454365790971876,-0.150548253010993,87.76977265383692,0.3136350386014902,1.367306113188058,0.015192290146533977,20.751024725783804,0.2305669413975978,21.793455860580803,0.24214950956200892,-17.548938882737502,0.303364571625669,834.6352258864777,0.16523541283302481,-48.41150096567877,-0.5379055662853196,-64.0403770030095,-0.7115597444778833,-206.7228450805244,-2.2969205008947156
27,1,1,1,1,1,1,0,0.7253337502479553,0.906144,1,1,1,1,1,1,1,0.22958084264105988,1.1059186612712162,-0.10962091191636117,0.40737760474977125,12.629492028621561,0.10668186471637942,0.4630228714517985,-5.329070518200751e-15,-9.885613836617452,921.4031123963346,1.0436098226258177,-1.0546157179563915,-0.1617977230455685,98.2970021859167,0.30759004874476376,1.1024059409275164,0.012248954899194626,23.524049038739108,0.26137832265265676,26.007686418139702,0.2889742935348856,-8.83099811866106,0.30278463981903503,823.1061102104179,0.16471915269856774,-47.9458965526558,-0.5327321839183978,-69.97895044109313,-0.7775438937899237,-210.95089867309426,-2.343898874145492
28,1,1,1,1,1,1,0,0.7298007011413574,0.939478,1,1,1,1,1,1,1,0.22912679699193,1.1046531020283112,-0.004505978290389333,0.36391682495508126,14.393546712807458,0.12066568990844355,0.47368839909067445,5.329070518200751e-15,-0.4063491222273102,917.4838192744495,1.0391707093379199,-0.04903239717724884,-0.17135978585049247,110.70881803258519,0.3011816017041993,0.7144133184568521,0.00793792576063169,26.60431517338514,0.29560350192650153,30.459327946887985,0.33843697718764426,-0.35731672505006135,0.302389368445251,806.7750012418644,0.16410909513197278,-47.34367276770085,-0.5260408085300095,-75.49629378584342,-0.8388477087315935,-213.6297481048166,-2.3736638678312953
29,1,1,1,1,1,1,0,0.7341784238815308,0.972811,1,1,1,1,1,1,1,0.22871655035777355,1.104039029066059,0.07210328984288322,0.2644851806297762,15.491099623613515,0.1302654048559785,0.4820570033870393,-7.105427357601002e-15,6.502274678031211,908.5170735891935,1.0290146942906258,0.8470214434185129,-0.17929341691274817,118.34834440966512,0.295245777511269,0.30735937282289566,0.0034151041424766186,28.10320014747197,0.31225777941635524,33.342045430892284,0.3704671714543587,5.655253234612698,0.30183341980000566,790.1687291795284,0.16355511155453323,-46.65860732740119,-0.5184289703044577,-79.2281578384297,-0.880312864871441,-213.79023606651094,-2.3754470674056773
30,1,1,1,1,1,1,0,0.7379428148269653,1.006133,1,1,1,1,1,1,1,0.22858490020821481,1.1035104472891855,0.0860768248068733,0.2169236892062012,16.44913334160297,0.1280126729803311,0.4869575131170281,-3.552713678800501e-15,7.762408061083836,904.2279782926155,1.0241567315580649,0.9936866046634111,-0.18484346932379905,115.75264048483851,0.29003930055906185,0.01971456976251406,0.0002190507751390451,26.613903322766028,0.29571003691962255,32.82708411015407,0.3647453790017119,6.768721456420426,0.3010443136544646,788.475337807777,0.1633383732754526,-46.521340163445814,-0.5169037795938424,-81.0327769944502,-0.9003641888272245,-213.8837372829629,-2.376485969810699
31,1,1,1,1,1,1,0,0.7426179647445679,1.039467,1,1,1,1,1,1,1,0.2285333905185967,1.1033990958910103,0.08832490781419063,0.13527704305020602,15.00174477148682,0.12907223383817035,0.48951525472788177,2.1316282072803006e-14,7.965140186683713,896.8650837422678,1.015817288189226,1.028078436729448,-0.18835224415786578,115.76037981007221,0.28556447357477627,-0.10195897169833022,-0.0011328774633147802,25.90329432863617,0.2878143814292908,32.141361368899325,0.3571262374322147,6.937061749954265,0.3000967488370213,781.1047039321955,0.16333102927485804,-46.17508892564817,-0.513056543618313,-81.16154208577751,-0.9017949120641946,-211.36955777393618,-2.3485506419326243
32,1,1,1,1,1,1,0,0.7459774017333984,1.0728,1,1,1,1,1,1,1,0.22870668074103154,1.1032679524274511,0.05030775728346677,0.09255224066511311,12.355499726283613,0.12507083084724646,0.4897316004175751,-1.7763568394002505e-15,4.536753551823034,893.0121610631801,1.0114533481290973,0.5674155360757033,-0.19011553505098452,111.68977294086702,0.28205728758244747,-0.1272787351399949,-0.0014142081682221657,24.331448184059848,0.27034942426733166,29.631985634242916,0.3292442848249213,3.969338015747331,0.2990202453121658,781.3223881223131,0.16353240505125083,-46.29706749597947,-0.5144118610664385,-79.68821969025525,-0.8854246632250583,-208.16694760055844,-2.3129660844506494
33,1,1,1,1,1,1,0,0.7464431524276733,1.106133,1,1,1,1,1,1,1,0.22914812893139477,1.1032327905071657,-0.03193716508039362,0.046464841743213116,8.931628545254863,0.11384994772368107,0.48800343716411004,-3.552713678800501e-15,-2.8800935469498974,888.8559994284032,1.0067459501964018,-0.327898499759557,-0.19058198762641948,101.19620906880398,0.27984216212410795,-0.021703213693604877,-0.00024114681881783198,21.288219123280438,0.23653576803644932,24.826439074754607,0.27584932305282894,-2.5521950471903403,0.29779966573984024,787.6597903595991,0.16390749545659278,-46.78654711633464,-0.5198505235148293,-76.82236899514328,-0.8535818777238142,-203.07208783122962,-2.256356531458107
34,1,1,1,1,1,1,0,0.7455930709838867,1.139467,1,1,1,1,1,1,1,0.22945026600319626,1.1032715958887123,-0.07666806745259436,-0.002559635909083445,6.2906502056189195,0.10897348770933217,0.4850875381819105,-2.6645352591003757e-15,-6.913926322874961,884.4349720337191,1.0017385570661672,-0.7534346651690427,-0.18923444789347926,96.37996355462003,0.2792403990206069,-0.01777679730907038,-0.00019751997010078202,19.70048110266101,0.2188942344740112,21.86414989185377,0.24293499879837524,-6.1604916577059186,0.29676486359952986,788.0550084790991,0.1645016469750497,-47.55079895412136,-0.5283422106013484,-75.32731424268874,-0.8369701582520972,-198.92848930042496,-2.2103165477824995
35,1,1,1,1,1,1,0,0.748802125453949,1.1728,1,1,1,1,1,1,1,0.22946855420702963,1.103270776283681,-0.066626014420676,-0.03650038559562463,4.443219153562283,0.11333173762786984,0.48266857466736085,6.217248937900877e-15,-6.008333980456563,881.3741952269868,0.9982718260584287,-0.6809349302537181,-0.18784945103666567,99.8876690454398,0.27921339761649355,-0.063867193795472,-0.0007096354866163555,20.433936108093516,0.2270437345343724,22.11292319532113,0.24569914661467923,-5.327399050202845,0.2956098449598757,781.486526181547,0.16486610661667844,-48.22023018844814,-0.5357803354272016,-75.29239980060468,-0.8365822200067187,-196.79039946681291,-2.186559994075699
36,1,1,1,1,1,1,0,0.7478998899459839,1.206133,1,1,1,1,1,1,1,0.22938693682394215,1.103121556042702,-0.04885794270720893,-0.03961865465481042,2.6325700642953023,0.11918846930143706,0.47991485834665654,-8.43769498715119e-15,-4.406009273336102,881.0929897232294,0.9979533239588054,-0.5251455010168671,-0.18622593685034516,105.01612475733853,0.2794020061512399,-0.13890341202388892,-0.001543371244709877,21.64879014507695,0.24054211272307724,22.565775931201415,0.25073084368001575,-3.880863772319235,0.2942670420771105,776.0768649658908,0.16499210224720987,-48.74768467355984,-0.5416409408173315,-75.84945977329222,-0.8427717752588025,-195.2308050795368,-2.169231167550409
37,1,1,1,1,1,1,0,0.7506454586982727,1.239467,1,1,1,1,1,1,1,0.2292564817901359,1.1029117175543441,-0.03316946812147824,-0.03603947408014016,2.204016942724621,0.12153871557125512,0.47677841638512214,4.440892098500626e-16,-2.9912226351949083,881.4157602274532,0.9983189038707138,-0.3635493570692542,-0.18428165400224544,107.12613938230604,0.27928269485944407,-0.20483256449969367,-0.0022759173833299296,21.875819917621754,0.24306466575135283,22.32509234090428,0.24805658156560312,-2.627673278125654,0.29288763467950485,774.2896208451473,0.1649143850912216,-49.17493795161642,-0.5463881994624047,-76.72593881736563,-0.8525104313040626,-194.57851770577196,-2.161983530064133
38,1,1,1,1,1,1,0,0.7493785619735718,1.2728,1,1,1,1,1,1,1,0.22916173033636375,1.1027268713108733,-0.0348327558962783,-0.04623998716549816,2.18602011077422,0.11965201073783115,0.474132898148299,2.6645352591003757e-15,-3.141217926726378,880.4958779574157,0.9972770166014447,-0.3758530410985323,-0.18282175323083968,105.35310224397676,0.2790812652281653,-0.20165870341531292,-0.0022406522601701433,21.17659585789478,0.23529550953216424,21.296667067539772,0.23662963408377524,-2.7653648856278457,0.29172256782277484,775.1427757134389,0.16460353360461272,-49.51423479739124,-0.5501581644154582,-77.22038209751967,-0.8580042455279964,-193.65229220927688,-2.151692135658632
39,1,1,1,1,1,1,0,0.7511777877807617,1.306133,1,1,1,1,1,1,1,0.2289829091358679,1.1024242046119754,-0.027887948097101926,-0.03897540420195943,1.62053126021742,0.12138916949130885,0.47253743208915266,-8.215650382226158e-15,-2.5149351593966522,881.1509980490675,0.9980190259928275,-0.30528589032365205,-0.18200508616103106,106.96218784961421,0.27867776385951704,-0.17645607659930668,-0.0019606230733256297,21.49127029595082,0.23879189217723132,21.27330670690545,0.23637007452117167,-2.209649269073,0.2908621048600604,774.1888101994533,0.1638153673755376,-49.48211770947929,-0.5498013078831032,-78.07338321969412,-0.8674820357743791,-193.3194093987676,-2.147993437764084
40,1,1,1,1,1,1,0,0.7549348473548889,1.339456,1,1,1,1,1,1,1,0.22876345251651187,1.1020124034047574,-0.02105913098945111,-0.01460988990709274,1.2880550330153187,0.12275966454353429,0.47163977584729877,6.8833827526759706e-15,-1.8991124326287017,883.3482801281787,1.000507736015606,-0.2331344051599548,-0.1817496025010183,108.43953854364317,0.2781677294539714,-0.15957534807736545,-0.0017730594230818384,21.850774186560777,0.2427863798506753,21.514055277611273,0.23904505864012526,-1.665978027468747,0.2901387255516028,774.9087415845355,0.16306378405045274,-49.44408134193359,-0.5493786815770398,-78.93199575062403,-0.8770221750069336,-193.71731381577897,-2.1524145979530998
41,1,1,1,1,1,1,0,0.7578778862953186,1.372789,1,1,1,1,1,1,1,0.22854396397624982,1.1015742227273952,-0.021000909786502882,0.012148621908188335,1.1220798524548767,0.12242539839316922,0.4711196149182292,-9.769962616701378e-15,-1.8938620445468304,885.7613627236807,1.0032408684150873,-0.2318568153053477,-0.18187095736128248,108.43968771272309,0.2775620301078417,-0.12275980716674237,-0.0013639978574082486,21.859966405952918,0.24288851562169908,21.553692133640368,0.23948546815155963,-1.6620052292414826,0.28949637329802697,777.3216750109576,0.16220875937225515,-49.40617251840608,-0.5489574724267342,-79.31205946783558,-0.8812451051981731,-194.28991824476302,-2.158776869386256
42,1,1,1,1,1,1,0,0.7611140608787537,1.406122,1,1,1,1,1,1,1,0.2283282337483472,1.1011664503457146,-0.02760663681958921,0.03278615615634975,0.9535976688423113,0.12112086785398692,0.470908188314213,1.9984014443252818e-15,-2.4895665083905554,887.6224555621799,1.0053488000477742,-0.30153845607648405,-0.18215867056008256,107.50960214437816,0.27693308179947407,-0.10794775947576687,-0.001199419549730743,21.642879419075882,0.24047643798973203,21.543582065578832,0.23937313406198701,-2.1880280523140714,0.28907475957041706,780.1128534178017,0.16163274638713737,-49.499858801661944,-0.5499984311295771,-79.18502091069261,-0.8798335656743623,-194.80325254953254,-2.164480583883695
43,1,1,1,1,1,1,0,0.7611903548240662,1.439456,1,1,1,1,1,1,1,0.2280802052780504,1.100875879026539,-0.033784967148898164,0.03222362098550731,0.6149598529382221,0.12030953233823609,0.4707297107426299,-1.7763568394002505e-15,-3.0467283374876373,887.5717261404733,1.0052913423269603,-0.3665504614447892,-0.1824951081656453,106.7833392886013,0.27623479541907336,-0.1027578190021525,-0.0011417535444683611,21.463568505549482,0.23848409450610536,21.604611066265985,0.24005123406962206,-2.680177876042848,0.2886317645147007,780.788386851872,0.16134165683350252,-49.51190824451953,-0.5501323138279948,-78.62422189019007,-0.8736024654465564,-194.7819622862967,-2.164244025403297
44,1,1,1,1,1,1,0,0.7626107335090637,1.472789,1,1,1,1,1,1,1,0.22781237590842285,1.1006564778679784,-0.04255277754968873,0.02359848144794418,0.7222551578720549,0.11777654809573426,0.47020493826943677,7.771561172376096e-15,-3.8374094794309306,886.7939110569758,1.0044103647717473,-0.4519568421172236,-0.18263370185798183,104.4435257166062,0.27584976527524396,-0.1317455070882949,-0.0014638389676477211,20.82508412494057,0.23138982361045077,21.18174526055961,0.235352725117329,-3.385452637313707,0.28807013305328316,782.3503853403697,0.16157618666581594,-49.703421629390455,-0.5522602403265606,-77.92052342787,-0.865783593643,-194.68315029482315,-2.1631461143869237
45,1,1,1,1,1,1,0,0.7618737816810608,1.506122,1,1,1,1,1,1,1,0.22744954117188615,1.1003468344655547,-0.03835094752363574,0.04246780718808858,0.9727552067251924,0.11752930905711814,0.46951021921713243,3.885780586188048e-15,-3.458488447681472,888.4955468522221,1.006337690397805,-0.40647375763802845,-0.1825773768998011,104.424267721868,0.2755873839935704,-0.2043968817175166,-0.0022710764635279625,20.73650909880502,0.2304056566533891,21.26093038309392,0.23623255981215469,-3.0520146900434435,0.2873779854324173,784.0712791303541,0.1621426340101079,-50.147011349377486,-0.5571890149930832,-77.84130223575394,-0.8649033581750438,-195.336118371552,-2.1704013152394666
46,1,1,1,1,1,1,0,0.7640437483787537,1.539456,1,1,1,1,1,1,1,0.22690441946725887,1.1001389675247824,0.0026873373247325405,0.04931824998030245,1.8193799680833929,0.12340581502249307,0.4689554642593732,3.3306690738754696e-15,0.24234407994438056,889.1133197832239,1.0070373992334622,0.0299066687014125,-0.18235773573856293,109.72175387520325,0.2754180275647325,-0.35057920253101016,-0.0038953244725667795,21.871111655386983,0.24301235172652202,23.139176344599907,0.2571019593844434,0.21243741124296808,0.2865671439551392,779.3915659080207,0.16314529029638222,-50.39087042271105,-0.5598985602523451,-78.81184774542933,-0.8756871971714371,-196.77625630201504,-2.186402847800167
47,1,1,1,1,1,1,0,0.7601799368858337,1.572789,1,1,1,1,1,1,1,0.22644538851578902,1.0999807711348208,0.02814554459340425,0.05576394898418148,2.163641930999349,0.12704597840598325,0.4680646922286772,5.329070518200751e-15,2.538165211433196,889.6945929193937,1.0076957672662743,0.32246368264255976,-0.18207576995428001,113.03212003995735,0.2753902199626746,-0.48195368513171893,-0.005355040945907988,22.589577838597382,0.2509953093177487,24.116394383408927,0.2679599375934325,2.2157015287906363,0.2856736569407868,776.6624728794365,0.16421365540182564,-50.60291342253709,-0.5622545935837455,-79.46950801620177,-0.882994533513353,-197.4769940884962,-2.1941888232055136
48,1,1,1,1,1,1,0,0.7635372877120972,1.606122,1,1,1,1,1,1,1,0.22604894408214396,1.0999401858604343,0.04546201647231939,0.04653037294896895,2.2874100892130524,0.1293068741624941,0.4669569482320011,1.7763568394002505e-15,4.099764645473764,888.8619090325382,1.0067526435978458,0.5301277511081182,-0.18176129679001857,114.93595501910468,0.275391979919654,-0.5824545729144562,-0.006471717476827291,23.017267202017326,0.2557474133557481,24.613809729591402,0.2734867747732378,3.5696368943656456,0.28469298385962455,773.9259540134335,0.16533272547474104,-50.623113657032135,-0.5624790406336904,-79.8751477122452,-0.8875016412471688,-197.47157711311118,-2.194128634590124
49,1,1,1,1,1,1,0,0.7629287838935852,1.639444,1,1,1,1,1,1,1,0.225713567141658,1.0999891727963833,0.05751644146423657,0.026251483281597005,2.170726474753582,0.13083526019012384,0.46572310421296,-1.021405182655144e-14,5.186832691244855,887.0331587623346,1.0046813441639308,0.6786206047216609,-0.18145794162965845,116.05521412393747,0.27540581398722486,-0.6522765027951375,-0.00724751669772375,23.334299885683404,0.2592699987298156,24.79000934264322,0.2754445482515913,4.508212086523194,0.2836356133618703,770.977944638397,0.16638098669319845,-50.372999527127284,-0.5596999947458587,-80.072704932593,-0.8896967214732555,-196.97739157754395,-2.1886376841949327
50,1,1,1,1,1,1,0,0.7670479416847229,1.672778,1,1,1,1,1,1,1,0.2254513508908843,1.1000481384395695,0.0646185913837834,0.011585230082657242,2.058881851832365,0.13151286702697262,0.4646120511929536,9.769962616701378e-15,5.827304570989588,885.7105560488543,1.0031833231949872,0.7663655311702234,-0.18116798639069187,116.48233458203896,0.2753985492252047,-0.7044588702435316,-0.007827320780483685,23.52564643195128,0.2613960714661253,24.876748545615204,0.2764083171735023,5.060939039819364,0.2827427202681942,769.2282214668154,0.1672705816511471,-50.09791843295056,-0.5566435381438951,-80.33259605024337,-0.8925844005582596,-196.6368780054363,-2.1848542000604034
