time_s,total_Fx_N_min,total_Fx_N_max,total_Fx_N_valid_scenarios,total_Fz_N_min,total_Fz_N_max,total_Fz_N_valid_scenarios,left_ankle_Nm_min,left_ankle_Nm_max,left_ankle_Nm_valid_scenarios,left_knee_Nm_min,left_knee_Nm_max,left_knee_Nm_valid_scenarios,left_hip_Nm_min,left_hip_Nm_max,left_hip_Nm_valid_scenarios,right_ankle_Nm_min,right_ankle_Nm_max,right_ankle_Nm_valid_scenarios,right_knee_Nm_min,right_knee_Nm_max,right_knee_Nm_valid_scenarios,right_hip_Nm_min,right_hip_Nm_max,right_hip_Nm_valid_scenarios
2.127333,-48.53198733189276,-39.70798963518494,15,599.1375506413945,703.4388983308963,15,,,0,,,0,,,0,,,0,,,0,,,0
2.160667,-57.68161712855463,-37.176014201335,15,599.2227345170201,720.0574458881844,15,,,0,,,0,,,0,,,0,,,0,,,0
2.194,-67.03416447709425,-30.65893785711515,15,642.4694187879214,756.5734539192118,15,,,0,,,0,,,0,,,0,,,0,,,0
2.227333,-67.51226443619467,-20.27656636367675,15,718.5071615226949,804.55352830232,15,,,0,,,0,,,0,,,0,,,0,,,0
2.260667,-35.26572259986264,-9.3442517330498,15,801.7508836012447,895.8387731634577,15,,,0,,,0,,,0,,,0,,,0,,,0
2.294,-5.265753350614516,1.5755512562268328,15,891.0669005519895,995.6541520917305,15,,,2,,,2,,,2,,,2,,,2,,,2
2.327322,13.083964770609272,30.987774022927713,15,964.9729173743099,1082.7800274247136,15,-55.53378381765109,-45.316143169090815,14,-12.811671017974575,40.05314243063673,14,-76.90653458689157,-59.123536798482284,14,-70.45113735744798,-5.724341008914936,14,17.62353503649483,39.384702943305335,14,-19.38645421289014,21.239898082760064,14
2.360656,25.649646681097888,65.82084465761544,15,1006.2664326344334,1144.112236860516,15,-49.607483756000306,-40.90465709646357,14,-14.648793659559676,30.353697063476744,14,-94.68925593152649,-52.112946810562,14,-93.58450456873157,-10.251831006992044,14,30.67586448447059,62.44873074184075,14,-41.78144787096012,17.25038827459567,14
2.393989,38.01380157785207,77.11475114706187,15,1032.4404888518177,1172.9816236764455,15,-42.786686792243266,11.91043168020039,15,-13.257502839679614,100.97013851420037,15,-100.87408430483383,-34.33783303198927,15,-114.26106581722321,2.471989784173935,15,8.287867165036854,72.14308301067987,15,-68.67973943093685,19.4166956773308,15
2.427322,48.196616815103795,75.10023660797297,15,1034.2271314821942,1155.6498031927476,15,-38.798015868124615,14.670163927374475,15,-10.856617473595843,90.9648245804033,15,-99.072268845374,-19.07999736859103,15,-121.85115235663051,3.082222371531178,15,13.574849820194144,79.02492607409744,15,-86.44336881681878,18.741891812972185,15
2.460656,53.35576226405903,70.27994824932239,15,992.9815889020731,1109.5705419388808,15,-35.890419536644146,16.58895081031146,15,-9.684452687069774,85.83237528079141,15,-99.45855423919247,-13.07924128771542,15,-118.02008234939814,2.599160606842106,15,9.83566718396921,77.24612829633142,15,-90.75875037000822,15.654405371314756,15
2.493989,45.62240650877211,55.76071906627696,15,939.9103166003018,1050.2755885206668,15,-35.981929545171596,17.55183635797774,15,-12.171566798052684,85.37659650260359,15,-99.76873660248626,-23.85321947162,15,-103.3176669499434,0.8808303103445672,15,-3.988925720960901,67.14187772706974,15,-77.82633770333717,11.52664218129541,15
