time_s,total_Fx_N_min,total_Fx_N_max,total_Fx_N_valid_scenarios,total_Fz_N_min,total_Fz_N_max,total_Fz_N_valid_scenarios,left_ankle_Nm_min,left_ankle_Nm_max,left_ankle_Nm_valid_scenarios,left_knee_Nm_min,left_knee_Nm_max,left_knee_Nm_valid_scenarios,left_hip_Nm_min,left_hip_Nm_max,left_hip_Nm_valid_scenarios,right_ankle_Nm_min,right_ankle_Nm_max,right_ankle_Nm_valid_scenarios,right_knee_Nm_min,right_knee_Nm_max,right_knee_Nm_valid_scenarios,right_hip_Nm_min,right_hip_Nm_max,right_hip_Nm_valid_scenarios
3.316933,22.48821260711906,50.82536950701164,15,934.5660884293079,1044.370042905902,15,-44.7000500871365,-21.28979234203169,14,-19.32821600277027,-6.600513024062774,14,-112.94772691457514,-21.53885796430005,14,-97.83897798128663,-9.713999090849603,14,17.07817300863779,32.74283850423822,14,-149.70600012113533,-7.0861271381289885,14
3.350267,29.646356937049934,55.464335705387754,15,861.530263901418,962.7862167998193,15,-43.35745861577981,-21.316019400004123,14,-21.609884133962556,-13.930188051663233,14,-109.04487521738952,-20.572223394644375,14,-90.17536408249666,-11.323664140162,14,11.685706498350207,29.409682935855,14,-133.49719313994817,-11.513085367915048,14
3.3836,32.588470042458624,45.866847924392935,15,786.8094181457492,879.3013316155714,15,-36.93688295024906,-11.139667394607145,14,-21.324166986318556,-8.776050120416649,14,-96.68934635135466,-0.3744388124958462,14,-92.43469687835683,-11.24290538906001,14,3.777108111843418,21.98933760364599,14,-138.432737722423,-11.405009896758523,14
3.416933,25.280818900298627,34.16335819737202,15,711.6108498185797,795.251078880193,15,-35.06206724374091,-16.969588795295365,14,-18.646598039573256,-13.077260624824188,14,-94.4537444316449,-13.68394562935843,14,-77.04920025780409,-7.984747171132272,14,1.3322550395373227,12.627519107295543,14,-106.1023566714033,-0.9126664908532796,14
3.450267,17.50974947661183,25.013122913067214,15,647.9805841550411,749.3582201624828,15,-33.97170777886973,-24.240546165094997,14,-17.6328168439319,-10.316670586059633,14,-93.4150110934612,-29.453641411047585,14,-60.755510027462364,-2.33690791148174,14,0.4032397442684683,7.438271015568464,14,-74.93522447267111,12.562613187481647,14
3.4836,10.184617648005492,19.148115169346386,15,614.4199613534429,730.7866430854355,15,,,4,,,4,,,4,,,4,,,4,,,4
3.516933,7.645323155428235,11.67978802902652,15,622.3520209718746,730.90023601075,15,,,2,,,2,,,2,,,2,,,2,,,2
3.550256,0.6538380381660068,4.613543230580936,15,661.5026062340875,750.3577450984441,15,,,2,,,2,,,2,,,2,,,2,,,2
3.583589,-6.717887590103342,0.16035353426028284,15,719.4466890073021,803.8980246408869,15,-35.20447939318188,-29.501126986984836,13,-11.90219661782887,24.55427580938989,13,-88.9313929267579,-39.36560563406584,13,-62.635620645320124,0.35015226139411526,13,-3.3257940882383537,9.451585685378618,13,-65.2669201504911,16.42871243143536,13
3.616922,-18.673172664963825,1.0841504076588442,15,782.7249451409999,874.6088259609538,15,-38.96475298720186,-31.93431033355123,13,-9.247706774785332,36.09973388136547,13,-85.73018021696235,-40.99387106379027,13,-67.67687407404152,-1.361257847685776,13,-0.13929813100104949,17.51822378981653,13,-66.8605532651012,13.374969108187942,13
3.650256,-31.520517913140647,-17.48712642511321,15,855.2984544234981,955.7138353571216,15,-43.293865948609685,-35.08036570261669,13,-6.338205015856177,49.88325985030447,13,-81.21632737644123,-41.134190861352,13,-73.33934480434287,-2.6279107406089373,13,2.9434883733801107,27.67159876951667,13,-69.63873662420656,10.210208751008457,13
3.683589,-45.446017787897155,-37.183105462824926,15,911.083172322367,1026.3359678404424,15,-50.74905677098994,-40.63108397790769,13,-2.2984891505197815,71.1784216240535,13,-75.68285591904508,-49.571654923786845,13,-69.099509963452,-0.761403382428294,13,-1.9351709263080465,35.3764530188228,13,-58.77826606330395,11.22139411780622,13
3.716922,-65.1377352825328,-52.40169010561277,15,934.4397329572856,1062.90712958239,15,-53.67210806078951,-44.92656085055724,10,2.535700702243087,82.10494202426099,10,-66.06168224194953,-54.36258557196378,10,-63.55114213499863,0.44795686629100473,10,-6.7196678091955615,38.17219899692919,10,-49.264096812120854,10.410437058469059,10
3.750256,-84.02431733818672,-54.31502066629768,15,942.96180030093,1063.409922770537,15,,,2,,,2,,,2,,,2,,,2,,,2
3.783589,-91.86044788037162,-50.36059314991733,15,925.4629126466087,1034.1388789515117,15,,,2,,,2,,,2,,,2,,,2,,,2
3.816922,-94.86590508044002,-41.56563109961829,15,874.2659706450175,976.9160966830229,15,,,2,,,2,,,2,,,2,,,2,,,2
3.850244,-65.39119951144194,-25.391394492345132,15,823.8759657542844,920.591474503823,15,-55.374430758153885,-43.59051507749946,12,-7.799795273669879,49.99575401152426,12,-66.43479044836667,-56.96068961256003,12,-49.53415438082499,0.3544354056747668,12,-6.15189637570965,23.591711245012362,12,-37.582836881228324,7.570464175489164,12
3.883578,-24.132351142173825,-11.431311585978309,15,785.2617014271852,877.4308766736609,15,-47.94400150297161,-38.994966042533804,14,-14.217137096461189,25.95119918052842,14,-75.80285595363956,-49.67732399389163,14,-59.11818947437411,-2.3974324885384077,14,2.4390670135452615,19.090979604813285,14,-51.089118644806206,6.356716339512916,14
3.916911,6.485745283118264,24.385517888328877,15,758.161228230572,847.1468635705846,15,-38.91049305576854,-26.113990720135465,14,-14.43498528988638,4.0643430434225785,14,-77.19107346968327,-29.780853102734117,14,-75.68115927829233,-9.766660269400791,14,11.192686999597797,21.828096754664646,14,-77.55339980356818,-1.9225985115210236,14
3.950244,25.67275959748566,66.07155567462831,15,738.1248650610952,824.7620880237789,15,-32.0023239897618,3.456995125275789,15,-12.340623811785989,37.543046100983716,15,-69.49944510304174,-4.061461037560639,15,-91.77234304371504,0.768342879340326,15,-1.5562415263502711,27.934169640225598,15,-106.60981418407353,18.22652479800653,15
3.983578,45.80418616592415,78.51786238441758,15,718.9839338037492,803.3785842163715,15,-25.446977954157887,0.3757735658601362,14,-15.105599824387854,15.59281200619644,14,-72.95721869011267,-45.62560981502216,14,-30.481117676875062,3.4256525902538524,14,17.825030609781212,30.27255573390863,14,-45.50042133760324,15.27791695754182,14
4.016911,61.497040213133694,87.51601500261974,15,706.2244086007177,789.1316362621263,15,-20.19025571966269,-1.1680642216617514,14,-15.145608991885299,5.6490595638677625,14,-72.30704634609562,-32.02272930619509,14,-35.411218467794654,4.5776741707198205,14,26.413504755926688,30.76803329475391,14,-56.816092752527524,13.47038376170837,14
4.050244,79.06165937415074,96.63091701285089,14,695.0224463994537,776.6336142960108,14,-14.350578786540998,-1.7678442185244307,13,-12.975618998550662,-0.14856253000786923,13,-67.08937978881877,-12.585671724120946,13,-40.80369111738485,5.49689266277832,13,28.303021883656097,34.49727834285768,13,-71.79798608445667,9.051889961117997,13
4.083578,75.63389101099975,92.44142234677737,14,692.0356322603914,773.3205993681224,14,-13.741317175419544,-1.2060105609259821,13,-12.357205056524698,0.746598836300459,13,-66.70708054178728,-10.64324297835688,13,-41.49762084257872,5.3884318992131455,13,31.69044983202818,36.80630220449095,13,-69.88261214211582,8.918443544626474,13
4.116911,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
4.150233,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.183567,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.2169,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.250233,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.283567,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.3169,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.350233,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.383567,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.416889,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.450222,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.483556,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.516889,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.550222,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.583556,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.616889,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.650222,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.683556,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
4.716878,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0
4.750211,33.895948873552655,41.42838195656447,14,623.1352323357848,710.8163163515129,14,,,1,,,1,,,1,,,1,,,1,,,1
4.783544,26.41516359758233,37.037929639072885,14,827.2365604057363,924.4284087477756,14,-61.34739469140699,4.686225413040397,14,-41.91155115866856,38.381851465164424,14,-116.65028465914166,-79.9330270399103,14,-44.81136181958702,8.814005409922924,14,65.33608045147047,94.62028303135185,14,64.23221523220387,85.55620566258241,14
4.816878,3.7267407402072457,15.850033029013222,15,938.8260473847758,1126.8518470366917,15,-82.71813211564597,6.454732186136454,15,-51.24899291815899,56.66250546587868,15,-145.50051377171047,-91.36537866460452,15,-50.300704465710744,8.723770432770234,15,66.46522654811228,104.06079956960865,15,67.46908005696909,105.73015479974094,15
4.850211,-8.226586162042347,9.831103960327777,15,1000.8204316746959,1294.2179949540714,15,-101.85539828517256,8.968551558050052,15,-52.16400497938822,83.68690613999456,15,-164.3953113032888,-86.6410389896188,15,-50.5650942387032,7.127380457981374,15,55.086441796839054,103.33896567975268,15,66.03125535672821,112.82176110568173,15
4.883544,-22.48432834460174,-12.359507051851862,15,1024.86433019152,1347.5403591673928,15,-109.2532570602074,11.810542110183576,15,-39.86359649174736,112.39191387663158,15,-161.48563685969873,-68.97277856105012,15,-45.92830967449116,5.2586536356697895,15,37.222829709356915,82.38409884695879,15,49.048588510329395,97.83020022879779,15
4.916878,-46.24822009636875,-32.951629001840516,15,1004.9831691636816,1290.3183904465177,15,-106.70112483662147,16.571532733349883,15,-16.521497394866095,142.31188924125092,15,-138.70531598396778,-35.60925878823123,15,-34.10161824487174,2.6690855693396442,15,11.650158448206192,59.01850619190806,15,20.74559625841522,77.73199068512716,15
4.950211,-64.239315838179,-37.17557560569725,15,937.512646979218,1113.429211676813,15,-95.68226889495534,-39.769400242245005,14,7.648301181174197,86.45857115399016,14,-103.97744499372064,-55.497546721736526,14,-20.917697875818273,-1.5605514840603938,14,17.362271594931173,39.56174047870796,14,27.936793436142032,55.06948434253498,14
4.983544,-81.13620286440509,-42.15387941692415,15,826.306128161758,923.375031148617,15,,,2,,,2,,,2,,,2,,,2,,,2
5.016867,-77.353259169879,-49.13387143910799,15,618.2310705377118,738.5155935804597,15,,,2,,,2,,,2,,,2,,,2,,,2
5.0502,-63.66959250731145,-52.09330296052745,14,430.41948724979596,533.9263309636415,14,,,0,,,0,,,0,,,0,,,0,,,0
5.083533,-56.60251365290709,-30.196938386142236,14,306.17404597309906,445.8777919343794,14,,,0,,,0,,,0,,,0,,,0,,,0
5.116867,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0
5.1502,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
5.183533,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
5.216867,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
