video,duration_s,frames,detection_rate,right_wrist_reliable_rate,pose_confidence_mean,hip_height_mean_norm,hip_height_min_norm,hip_height_max_norm,hip_vertical_displacement_norm,racket_speed_p95_px_s,racket_speed_max_px_s,racket_speed_p95_shoulder_widths_s,racket_speed_max_shoulder_widths_s,racket_speed_p95_world_est_m_s,racket_speed_max_world_est_m_s,torso_lean_median_deg,stance_width_median_shoulder_units,right_elbow_angle_median_deg,semantic_stroke_events
20251212_134838_1.mp4,7.16488,214,1.0,0.90654,0.86788,0.56279,0.51088,0.72134,0.21046,858.34999,1222.61166,43.93097,62.57415,2.03491,3.26202,20.20707,2.73103,127.89909,7
